web-scraper-order,web-scraper-start-url,story-link,story-link-href,story-text
"1584588171-269","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","He tilts his head, once again. “I see an eyesore, yes, but I also see what the architect envisaged at the time, and what it said about society.”"
"1584588176-401","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Anti-immigration sentiment still gets to her, especially, she says, because much of it is about race. “We're not hating on Western European immigrants. We are hating on very specific immigrants from very specific parts of the world. Pretty much anyone of colour. I have a different experience because I can [be] read as light [-skinned] so in that sense I've had it a lot easier.”"
"1584588171-333","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","He stops short of admitting the project is a savvy way to sway the decision in the university’s favour: “We are conscious that the building is valuable to our students of architecture.”"
"1584588174-376","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","The programme has a holistic emphasis, aimed at trying to reduce the triggers that exacerbate the condition. Follas says overseas research indicates this type of long-term educational support offers the best results for chronic illness sufferers. The plan is to launch an online version within the next couple of years. There is a waiting list already."
"1584588178-450","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","That’s especially true for those who haven’t completed secondary school or gone to university. “There is so much drug testing in those industries that attract younger people, or those who haven’t gone through university education or completed school.”"
"1584588171-331","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Guilford says the university will file a resource consent in a few months, once the virtual reality project nears completion."
"1584588165-92","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Time will tell which one of those labels will stick."
"1584588169-150","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","On July 20, he began work at a plumbing and gasfitting company in Mt Eden. This time, he told his colleagues he had injured his knee in a knife fight."
"1584588169-227","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Each new investigation is a new milestone for them. It brings back the trauma, the sleepless nights, the second guessing, the hindsight, the media enquiries, the talk on Facebook and Twitter, the lawyers, the counsellors."
"1584588165-33","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Fast forward to 2018. The crime rate has dropped steadily since 1992, and is currently at levels last seen in the late 1970s. But, in 2016, the number of prison inmates topped 10,000 for the first time. It now sits at about 10,600. New Zealand’s imprisonment rate is about 220 per 100,000, compared to the OECD average of 147 per 100,000, and it’s rising."
"1584588169-215","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","After Cerven fell, the officers ran to him. He lay face down on the grass, his feet pointing uphill."
"1584588171-275","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","“Wealth and status were being pulled away from architecture, as architects became interested in building functional buildings, rather than just ornaments. The way the building looks also reflects these values.”"
"1584588169-236","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Back in room 7.1 at the Auckland District Court, Judith tells the inquest that Cerven always spoke very fondly of his mother. 

 

“I just wish that we could have sent him home to her in one piece.”"
"1584588171-342","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Across the street at a backpackers’ lodge, a small group sits drinking and smoking in the sun. One looks up and says: “It’s horrible - it might be the ugliest building I’ve seen in Wellington.”"
"1584588171-283","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","His family moved out in the early 70s."
"1584588176-388","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Many of New Zealand’s 1.5 generation migrants arrived during a major wave of non-British immigration in the 1990s and early 2000s. They came after the fourth Labour government introduced a more open immigration policy, in 1987, to attract skilled migrants from East Asia."
"1584588169-164","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588169-242","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Depression Helpline: 0800 111 757 (24/7)"
"1584588169-157","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","On Wednesday, July 29, a man wearing a brown zip-up hoodie and armed with a knife, took $400 from Thirsty Liquor in Glenfield. CCTV footage showed the man entering the store and emptying the contents of the cash register into a black and grey Puma backpack. The shop owner later told media that initially she didn’t realise she was being robbed, because the man looked friendly. “He didn’t look like a criminal.”"
"1584588169-156","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","The following day, in a Facebook conversation with a former colleague, Cerven said he was in Afghanistan, and the loan would be paid off when he died. “Heaven is waiting for me, it’s my time to finish,” he wrote."
"1584588169-192","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","The operator mishears, and is unable to find his details in the police database. “Are police coming here?” Cerven asks. She tells him to walk to a nearby station, a few hundred metres from the park. “The police are very busy,” she says."
"1584588171-323","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Virtual preservation isn’t new - sites such as Pompeii, gothic cathedrals in France and Shackleton’s Antarctic huts have been recreated since the turn of the century."
"1584588169-181","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“I’m still thinking that all of this is just a dream and that we will wake up.”"
"1584588171-318","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","And how a flat looked in its prime. 
Photo: Image: Victoria University"
"1584588162-22","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Trump, is perhaps the most famous troll of all. “Every time I speak of the haters and losers I do so with great love and affection. They cannot help the fact that they were born f***ed up!” he wrote on Twitter in 2014. Almost 8000 people replied. His Twitter account bears examples of both trolling and cyberbullying, and his presence can’t be fully blocked no matter how much you might try."
"1584588171-315","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Their project is described as an “immersive, multi-dimensional virtual experience” of the flats. The university plans to exhibit it in a museum early next year."
"1584588178-452","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Birks Ang says not all drugs can be tested for in a drug testing programme. “This can inadvertently influence a person to use more harmful drugs that aren’t picked up as easily in a drug test, such as synthetic cannabis, instead of using less harmful drugs that can be detected many days after use, such as cannabis.”."
"1584588165-39","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Another spate of alarming crimes followed. In May 1992, South Auckland farmer Brian Schlaepfer killed his wife, his three sons, a daughter-in-law and a grandson, before shooting himself. The following month, in Masterton, Raymond Ratima killed seven of his family members, including his three young children. Around this time, New Zealand’s crime rate hit an all-time high."
"1584588169-231","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588176-400","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","“There are gaps in our knowledge that we are trying to fill. I’m not religious but it is a cultural tradition, a way to be in touch with my heritage. There is a lot of suffering in Jewish history and a lot of those stories resonate with us. It fills a hole in everyday life that we don’t necessarily get to nurture until we are with a community of people who feel the same.”"
"1584588171-299","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Eternally optimistic, he reels off options: accommodation for the homeless; a hotel; or a developer stepping in and refurbishing the building."
"1584588169-214","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588162-2","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Troll 
Photo: The Wireless/Luke McPake"
"1584588169-171","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Judith was stunned. “He wouldn’t come in, he told me I was like a mother to him, and he ran away,” she tells the inquest."
"1584588174-382","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","*names have been changed."
"1584588169-100","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Within hours of confessing his sins to a priest, David Cerven's body lay lifeless on a damp, grassy slope in a central city park. Had he known then that he was about to die?  
Photo: Illustration: Luke McPake / The Wireless"
"1584588169-240","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Lifeline: 0800 543 354"
"1584588169-216","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","They searched the ground for a weapon, but all they found was a black Sony Xperia cellphone lying near his head. They rolled him onto his back to administer CPR. He was bleeding from bullet wounds to the jaw and the abdomen and from his right thigh, where a fragments of bullet and jaw bone had pierced his skin. He had no pulse. Officers were advised that an ambulance was 10 minutes away. “We don’t have 10 minutes,” one of them said."
"1584588171-259","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The flats were diagnosed with ""concrete cancer"" and evacuated in 2012. 
Photo: Rebekah Parsons-King/The Wireless"
"1584588169-118","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“His English was really bad, but that didn’t put him off always wanting to get to know Canadian girls. We would always teach him words - my favourite one was how he pronounced 'avesum' instead of 'awesome'.”"
"1584588176-407","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","These days, much of Lee’s work draws on her experiences of growing up and navigating racism. Along with theatre producer Julie Zhu, she has set up a Facebook page, WAYFR (Where Are You From Really) that showcases arts made by people of colour. She’s also currently working on an experimental short film, The Myth of the Model Minority, about the Asian diaspora in Aotearoa, beyond the stereotypical representation commonly found in media."
"1584588169-132","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","On March 20, 2015 the couple drove to Auckland International Airport, where they waited for Cerven and Vyrvova holding a hand-written sign that read “The Steedmans”. Cerven’s bad knee had swollen up on the flight and he limped into the country."
"1584588162-24","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Engineer Michelle Dickinson, also known as Nanogirl, became a well-known figure online after starting a blog and YouTube channel. She has encountered many trolls and cyber bullies during her time on social media and also recommends hitting the block button. “The trolls are decreasing as I increase my blocking function,” she says. “I don’t block willy-nilly, but I do think if people are being incredibly mean on topics that are very sensitive and emotional, then I do not need to hear their voice.”"
"1584588171-327","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","***"
"1584588174-356","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","While all three of Teresa’s kids had severe cases of ME/CFS, her eldest daughter’s was the worst. “She couldn’t really get dressed or couldn’t stand without feeling faint, lots of muscle pain and just intense, debilitating fatigue.” She never returned to school. Teresa had to give up her job and homeschool her children because they didn’t qualify for correspondence. “They sort of fell between the cracks of the education system. It was my biggest worry at the time, was their education. How could I do all that and look after them as well?”"
"1584588171-287","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","***"
"1584588178-453","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Finally, he says there are much better ways that employers can support staff when it comes to drug use."
"1584588165-44","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","The law change increased the proportion of the sentences served by sexual and violent offenders and established the Parole Board, handing it the power to release or retain prisoners. The prisons system is highly sensitive to the proportion of sentence served. If, for example, it increased from 75 percent to 85 percent, about 900 new beds would be needed. Between 2003 and 2009, the prison population soared by 34 percent. New prisons had to be built and inmates began to share cells - a controversial practice known as double bunking."
"1584588178-417","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Pre-employment testing has become a multimillion-dollar industry, but it adds up to a lot of work, and a lot of unpaid hours, to get a job… Or not get a job. Does all this testing help employers find the right people? And is it fair to prospective employees?"
"1584588165-52","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","About 7am on Monday 7 November 2011, Akshay Chand stabbed 18-year-old Christie Marceau 10 times with a kitchen knife. Chand, who Marceau knew from primary school, was on bail at the time of the murder, having been charged with kidnapping, assault and threatening to rape and kill Marceau two months earlier. His bail address was less than 400 metres from the Marceau family home."
"1584588178-438","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","She says the process was put in place because the company deals with a large amount of clients’ personal information in a fast-changing and demanding environment, with lots of contact with the public."
"1584588171-290","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","He calls them an “ugly blot” on Wellington’s cityscape. But the flats are also a blot on the university’s property portfolio."
"1584588169-239","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","1737 - Need to Talk? Free call or text 1737 any time to speak to a trained counsellor, for any reason."
"1584588169-184","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“Bubka, I don’t want to go to hell.”"
"1584588169-110","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Today - two years, 11 months and 22 days since Cerven was shot - Coroner Katherine Greig has somewhat answered that question, finding that his death could not be ruled 'suicide by cop', despite initial presumptions."
"1584588171-311","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","He wants Wellington to use its imagination."
"1584588178-425","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Instead, he says many tests are “cheap and nasty”, and tend to be used badly, screening out people without further conversation. That practice will be robbing companies of good prospective employees, he says."
"1584588169-162","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Whether Cerven and Vyrvova had broken up or not is unknown (Vyrvova did not respond to interview requests). But on the morning of August 2, the pair met with the tenants of a flat in Belmont. They had decided to move out of the apartment in the CBD, after Cerven and his flatmate argued about a knife that had gone missing from the kitchen. By about 11am, they had left the Belmont flat with a new set of keys, and had begun to plan their relocation."
"1584588176-391","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","“Because they move as children, the process of navigating their mother culture and host culture may come into conflict during their teenage years, a period that is already difficult, with questions about various identities."
"1584588169-169","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Judith tried to get him inside, but he pushed her away."
"1584588176-399","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","In learning to be comfortable with her identity, she’s come to accept that she doesn’t feel fully connected to Israeli traditions, but can explore the culture with friends who share similar backgrounds. Together they celebrate a “weird mish mash” form of a Passover Seder that cobbles together bits of what everyone remembers from their family holidays. “We can make it what we want it to be and that’s the beauty of it. Not many of us can speak Hebrew, so the prayers and songs are a bit touch-and-go with questionable accents. Its very non-traditional."
"1584588165-81","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","***"
"1584588171-314","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Months ago, armed with a laser scanning camera, students Jessie Rogers and Hannah Rushton painstakingly toured every apartment in the building. “There were some we struggled to remain in for more than a few seconds because the smell was so bad,” says Rushton."
"1584588169-136","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“They didn’t ask for help moving - they wanted to be independent,” Murray tells the inquest.  “We told them we would help them if they ever needed anything. They left on good terms.”"
"1584588171-295","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The city council greenlighted demolition by removing the flats’ heritage status but, following an appeal, in 2016 the Environment Court sided with the Architectural Centre, ruling the flats had “significant heritage value”."
"1584588176-393","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Dr Jane YeonJae Lee 
Photo: Unknown"
"1584588178-455","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Birks Ang says If employers are putting effort into having trusting relationships with employees, they can create a positive environment where people also value safety."
"1584588178-430","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","***"
"1584588169-233","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Officer 12 had fired three shots from his Glock. One hit an apartment building. None hit Cerven. Officer 16 fired five shots from his bushmaster rifle. One bullet - the fatal shot - hit Cerven's abdomen. One hit his jaw. Another was found in a karaka tree, behind where Cerven was standing."
"1584588165-29","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Photo: Luke McPake / The Wireless"
"1584588174-361","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","In recent years there has been groundbreaking research into ME/CFS, with studies demonstrating that ME/CFS patients have metabolic, immune, neurological and other systemic dysfunction. Yet the belief that ME/CFS is a psychological illness and therefore requires psychological treatment continues to prevail in many parts of the world."
"1584588176-404","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Lee chokes up as she tells the story. “We had to come back and collect the dishes and, looking back it was actually really kind, it turned out the teachers actually ate all my food so they returned me a clean dish. I don’t know, it was just really heartbreaking, like, ‘hey this is just rice, I’m not that different.’ But at the same time it was also really sweet, all these people being an ally to me without me asking for it.”"
"1584588180-459","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","Luckily I didn’t get put in jail because I was underage [but] I went to the CYFs [residence] and they said, either you live with a family member or you live with foster people. I didn’t really like living with [my aunty at first]. As soon as I got taken away from my hood, I wanted to go back. Me being locked down or somewhere where I didn’t know many people - it was like my own version of jail."
"1584588165-89","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","But statistics on New Zealanders’ perceptions of crime tell a different story, and media-fuelled panic over crime could jeopardise any possibility of making long-term improvements."
"1584588169-143","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Vyrvova had noticed money had disappeared from their joint account. According to police, Cerven had gambled almost $7000 online, and had been watching videos of armed robberies."
"1584588169-230","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Both officers have chosen to transfer to new policing districts since the shooting."
"1584588165-40","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Soon after, Peter Ellis went to prison after rumours emerged of satanism and ritualistic sexual abuse of preschoolers at the Christchurch Civic Creche. In 1994, five members of the Bain family were shot dead in Dunedin and Stephen Anderson shot and killed six people, including his father, at a ski lodge in Raurimu."
"1584588178-445","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","There’s one type of pre-employment testing that can rule people out before they even get an interview. Drug tests affect the job prospects of a staggering number of people. In 2015, 1st Call Recruitment told the New Zealand Herald up to 30 percent of its clients for civil, engineering and transport jobs failed (six to eight a week out of 30 to 40 tested)."
"1584588171-286","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Wallace still passes the building from time-to-time. “When I was young, there were a couple of Scottish custodians who kept the place looking so immaculate,” he says. “It is very sad to see a great building slip away.”"
"1584588162-27","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","So even if you don’t feel trolls should be blocked, pause is required at least, before pushing 'Like' and keeping the fires burning."
"1584588169-133","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Over the following days, Murray and Judith showed the young couple around the city. They were keen to get jobs and, from almost the moment they arrived in the country, spent hours searching online. Murray took them to get sim cards at 2degrees. They visited a beach, where Cerven photographed Vyrvova writing ‘New Zealand’ in the sand. They lamented Auckland’s poor public transport system, and bought themselves a car."
"1584588165-77","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Withers says if Little truly thinks he can reduce the prison population in a way that will keep communities safer, he’s dreaming. In regards to reforming offenders, he says, “Leopards don’t usually change their spots.” He accepts that prisons cost taxpayers a lot of money (the law and order spend has tripled since 1996, grown twice as fast as any other category of government spending since 1972 and three times faster than GDP) which is why he maintains that inmates should be working to pay their way. “It’s the safety of the community that is paramount. If it costs us, it costs us.”"
"1584588165-75","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","“No one is forced to commit crime,” Norm Withers says. “But they’ve got to take the consequences.”"
"1584588169-121","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","At the end of 2013, the young couple moved to Slovakia’s capital, Bratislava, where Cerven took a job as a loan administrator at a bank. The following year, while kickboxing, he sustained the injury that was to end any hopes he had of pursuing a professional fighting career. Knee surgery left him with severe scarring and a limp for the rest of his short life."
"1584588169-129","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","They look nervous. They’ve been waiting a long time and the inquest starts an hour late. Murray puts on a pair of glasses to read the statement he made to police after Cerven died. Judith prefers to have hers read out by a lawyer. She’s spent the last two years trying hard to forget the night of the shooting, she says."
"1584588169-148","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","But the following day, instead of leaving the country to fight in a war, Cerven met up with a woman he had been chatting with on a Tinder account set up five days earlier."
"1584588169-126","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","It’s December 2017, and Judith and Murray Steedman - the couple Cerven and Vyrvova stayed with when they arrived in New Zealand - are due to give evidence at the inquest into Cerven’s death. There are four lawyers in the room - two for the police, one for the individual officers and one assisting the coroner. No one for the young man whose violent death is the subject of the hearing - his mother has chosen not to participate in the proceedings, (a friend emailed the coroner and police on her behalf, writing that the “neverending inquest” was putting “undue stress” on her and she no longer wanted to be involved.)"
